review,rating,time
"TL;DR: The teller wearing light dress shirt who looked like South Asian that I spoke with was not knowledged nor informative. Provided me with the wrong info when I think he could have simply checked my id and reset my credit card info. Instead I waited hours on the VISA line only to be told I cannot. C'mon man.

Longer Story:
My credit happened to be blocked when I tried to make a purchase at Sleep Country right across the street from this branch. So I approached the gentleman at about 5:52pm. Sure it was closing in about 8 minutes but that does not mean you deceive the customer and send them home with the wrong information. A customer service on TD told me that I needed to reset my credit card either at an ATM or a branch, but this teller told me credit card can only be done through VISA and told me to go back and call the number on the line. I gave up after waiting for the first two calls for 40 and 10 minutes respectively (Both my earphone and phone battery were dropping very low).
I then headed home and finally got a call after nearly 2 hours on the line, but only to be told that it is against the federal law to change credit card pins or resets over the phone, and that this must be done at a local branch in-person. Honestly that gentleman at the bank indirectly wasted 3 hours of my time by providing me with incorrect information.

Now, I understand that you may want to go home after a long day, but the job is not done at 5:52pm, it finishes at 6pm when the branch closes or when you are off work. If he had that mindset, I find it highly unacceptable, if not, he needs more training or learning. I certianly hope that this South Asian gentleman will be properly trained and educated by the branch staff not just for me but for other future customers who might be dealing with him.",2.9,1655784873
"Horrible service I ever had in TD bank. This branch have a very poor costumer service. I came today with a request deposit my change to my account. I understand that I had a lot of change, but I spent 20 mins on nothing. They guy, who works there, asked me to count by myself everything. I did it. Then, he asked me how many I have the same coins and he said he will help me. He disappeared and sent a lady who asked me to do even more work. I am not a student there and not working there, why am I suppose to do all this work? These people are getting money for their job that they can not do normally. I asked that lady why I have to do it? She said you have to do it, it’s not our job. Then I said that I will go to another bank. She said bye to me. Horrible costumer service, honestly.",2.9,1650478775
"Booked an appointment successfully and only found out the advisor was ooo at the appointment time, branch did nothing to resolve it. Horrible service",3.7,1731694001
"Best CIBC location. 24/7 ABM machine available outside, with more ABMs available inside during opening hours.",3.7,1725102069
"Found a Simplii Debit Mastercard on public transit and went into this CIBC branch to turn it in. (Simplii Financial™ is a trademark and division of CIBC. Banking products and services branded Simplii Financial™ are offered by CIBC.)

Me: Do you take the Simplii card here?
Teller: No, it’s only at the ATM.
Me: Okay. Just to let you know, I just found this lost Simplii card. (And I leave and throw it into their trash bin on the way out.)",3.7,1718683532
Tellers are customer friendly. Had a good experience. Banking staff should be more active and responsive and helpful.,3.7,1697628059
"Very fast, very nice, did exactly what I needed.",3.7,1721243239
"The whole place reeks. Hair oil. Food. A vile stench that is gag inducing. Reassuringly lackadaisical when it comes to helping a customer. The air conditioning has been turned all the way up to sauna levels.

Basically like an SBI back home 😍",4.4,1732126899
"I have visited this Bank in Canada for the first time and have a wonderful experience. The Managers and employees are very cooperative, helping and have good patience.
I am grateful to get my account open with this Bank. Thank You for your help. Best Managers Satya Prakash and Ronima.",4.4,1731534996
"The manager was super helpful, also helps after closing hours. Best experience ever had at any bank.",4.4,1736889488
Please do not visit this place without an appointment.,4.4,1735785569
"I recently had the pleasure of banking with this branch, and I must say, the experience exceeded my expectations. From the moment I walked in, the staff exhibited unparalleled professionalism and patience.

I made a mistake during my transaction, but instead of showing frustration or impatience, the staff went above and beyond to assist me. Their calm demeanor and willingness to guide me through the process made all the difference. It's rare to find such dedicated individuals who genuinely care about their customers.

The entire process was incredibly smooth, thanks to the expertise of the staff. They took the time to address all my concerns and ensure that I understood each step of the way. Their attention to detail and commitment to customer satisfaction are truly commendable.

I highly recommend this branch to anyone seeking exceptional banking services. The staff here set the standard for excellence, and I am grateful for their assistance. Thank you for a wonderful experience!",4.4,1713973950
Bank manager is knowledgable and helpful.,1.8,1527172009
Very slow service,1.8,1470337519
,1.8,1577326644
,1.8,1563280395
"Carlos’ service is not acceptable & very rude. Doesn’t have enough knowledge to serve customers. I’m with TD more than 20 years & this morning, I was not expecting this behaviour from the branch. I’m seeking attention from management.",2.9,1732644479
"I cannot believe the unprofessionalism displayed by the management at this branch. My 82 year old mother has been banking here for many years. Her situation is not complex but she does have an American and Canadian account. The bank made a mistake and when she went to remedy the situation, they made her wait in the lobby over an hour even though she had an appointment. This caused a huge inconvenience and when they refused to correct their mistake, the manager called my mother “senile”. I am sparing a lot of the details but I have NEVER heard of a business treating their customers this way!",2.9,1713367262
"Prepare yourself to confirm that 3 out of 5 rating. Tldr, I was told that I could not change the address with TD without proof of my attachment to the address. Having a mortgage for that exact property with TD is not proof enough. It took some persuasion to uncover that common sense under the layers of TD processes. Anyway, if you want to come and work on your patience and people skills, it is the best place :)",2.9,1697723127
John Costa was an excellent representative. I went there to open a new account. I forgot my documents but he patiently allowed me to go home and get them on a Friday evening.He went above and beyond to inform me of all the best offers and was very honest. Definitely recommend,2.9,1700260548
"This review is for T-D Bank and all banks in general. Terrible customer service, totally ignorant and rip off customers daily. Watch MARKETPLACE it does a great job of explaining how banks are only concerned about profits, anyway they can get them!!!",2.9,1712838928
"I had an excellent experience working with Alex Stroescu at the bank. He assisted me with opening a personal bank account and made the entire process seamless and stress-free. Alex was extremely polite and patient, taking the time to explain every detail clearly and ensuring I understood all the options available to me. His professionalism, attentiveness, and thorough approach truly stood out. I highly recommend Alex for anyone looking for exceptional customer service and a reliable banking experience. Thank you!",3.7,1736524414
"Diego is very friendly and thorough. He made sure things got set up right for my credit application. The process is smooth overall. The security man is kind and very attentive, opening the door for us on the way out. First I have seen in any bank branch!",3.7,1726699233
Great customer service. Zahbiullah Safi was very pleasant and very helpful young man and his Manager. Very wonderful customer service. I wish all CIBC branches in Toronto would have such a great service. Thank you,3.7,1733266521
I had a great experience with representative Rohan Makhija. He was welcoming and understanding.  I recommend him if you have any issues with your account.,3.7,1726760403
A smallish branch with friendly service. They were particularly helpful when I converted 5 types of foreign currency into Canadian funds.,3.7,1546985190
"I was supposed to meet with a Linda Bin for an appointment regarding a credit card, I did not receive any email from Scalia bank regarding the time and location for this meeting. Upon finally getting through to their customer service they were able to give me the branch and address. This caused a delay in me getting there and Linda who was supposed to meet me upon arrival explained how she’s busy and can’t meet me. Then she said we can’t ‘magically extend’ the terms on your card which was so unprofessional and insulting cuz she was addressing me in front of a crowd of people that dint have to hear about my banking needs or any personal info regarding what I was there for. She further discussed the exact amount that I was approved for and my employment status in front of a crowd of people that absolutely had no reason to hear such personal details about me. I don’t remember the last time I embarrassed this terribly and I am considering taking legal action if possible for the disrespect I’ve had to face today due to unprofessional behaviour of people this bank appoints to represent them.
Wouldn’t reckoned them or their services as this branch is run by a group of unprofessional and disrespectful people.",2.3,1728326808
"Complete incompetence:

1. Needed to wire money, teller doesn’t know how. Waited 30min in line + 20min for on-the-spot teller training (Church & Carlton)

2. Needed a direct deposit form that showed the business name. Teller doesn’t know how. Had to come in again because the first form listed our business account as an employee

3. Mysteriously charged $40. Support on the phone said to go to the teller because they can't see any further info. The teller threw guesses: it was your account fee (no it was $6 each month), it was a rebate (no it was a minus sign), oh it's for going after the transaction limit (no we only had 7 transactions in the last 30 days). We still don't know why we got charged so we have to schedule with our account advisor AFTER the statement comes out, for this UNKNOWN amount charged by the branch.

Switch to other banks. The hours saved will makes up for the cheaper banking fees. If you stay, be ready to defend your account from the incompetent shenanigans and educated guesses that these tellers have in store.",2.3,1734474818
"I opened an account 10 months ago for their new account $350 bonus. Met all the criteria for the bonus and they refused to debit my account. They kept saying it will be in next month, then this week they said I was not going to recieve it. So I closed my account and will never bank with them again. Thats pretty much fraud.",2.3,1731644425
"Went to this bank today to replace my bank card. This chinese lady bank teller was asking for information that i had previously disclosed to Scotiabank customer service. the notes were already linked on my account. After this she started handing random papers asking for my bank details for “verification” mind you i have NEVER in my life jumped through so much loops to get a new debit card. Usually ID is enough. so as the cautious person i am i am asking for more information as to why she is asking the same questions over and over. anyways i speak to another telling end up filling out the requested form and he send me to SCARBOROUGH to unlock my account because i answered the questions “wrong” how would i not know what my mothers maiden name is? Plus, i was previously leveled out of my online banking account so for them to ask me what my estimated balance is and i not know.. like why are we surprised, of course i cant tell you i haven’t looked at my account in 4 flipping days. anyways due to this racist interaction i have closed my scotiabank account. there are too many banks in canada to work with someone who you don’t like.",2.3,1718650067
Complete incompetence. Was told I couldn’t set auto deposit to pay off my credit card by the front desk tellers only then to get a financial advisor who said it was possible but he couldn’t do it on his system because he doesn’t have access and I’d have to go to my home branch!,2.3,1718312291
"I have been dealing with Heritage & Moe Wortzman for over 20 years.
Extremely reliable and helpful.",3,1624284964
zero stars....worst experience we have had in the public markets.  Unprofessional....,3,1443725868
Have a secured home equity line of credit and reported to Equifax and trans union as unsecured and affecting my credit. I have called 4 times and advised to let the credit bureau know this. Home trust would not provide a letter to this effect and the bureaus will not change unless I have a letter. I asked for a supervisor Jan 17 and was told 2 to 3 business days. It’s a week and nothing. Called today again no supervisor??? Was told nothing they could do to help me. I can’t even get a call back to discuss or a solution? I need a letter to confirm it is secured but you will not provide!HELP!!!,2.5,1737642239
"Called to request a credit increase. Was told that they would need to do a credit check in order to do that. They asked for my permission and was told that it would take seven to ten days. I could get a mortgage in that time , however I consented. After two weeks I hadn’t heard anything I called to find out the progress. I was told that I couldn’t request an increase before six months. At the time of my initial phone call it was a little over two weeks until the six months was up, but they accepted my request and asked if they  could do a credit check which I consented to. No one mentioned that I could not increase the the amount before six months. I asked to speak to a manager and was told they were not available. It is quite obvious that they are hiring minimum wage employees with poor English skills and not training them adequately. The customer service is poor at best.

Received a reply very quickly regarding my review. Acknowledged that the situation was not handled appropriately, and provided a new phone number to call so that a resolution could be expedited. Phoned the next morning and surprise! I get the general customer service centre and some poor representative who knows nothing about my issue, and doesn’t know who does. After being on hold for several minutes was told someone would call me by days end.
After receiving a reply to my review I would have expected that a manager would contact me, not send me a phone number to call where I get the run around again. As I said before, customer service is terrible. The representative that I spoke to did all that he could, but there is obviously a large problem with management.
So the saga continues. After yesterday’s phone call, I was assured I would receive a phone call by days end. That did not happen. It is very apparent that this company has no real interest in resolving any problems. They send a response to a review and hope that you do not actually act on the offer to contact them. When you do respond, they leave it to the customer service rep to deal with the unhappy customers. Quite a unique management style. If you deal with this company, do not expect any actual customer service if you have an issue.",2.5,1734528730
"They deliberately made us do two Appraisals on our house. They took 50% each time, one of the individuals doing the appraisal showed us the email from home trust proving this. They tack on an insane amount of fees that add up very quickly when trying to get a loan or a mortgage. We figured it would be easy as we already had our mortgage with them We asked for a home equity loan and they insisted a visa card was better but it really is worse. Higher interest and the rate will never go down. I do not recommend this company.",2.5,1730206258
"If you are looking for someone to invest with, I am sure they are great, as a B lender for mortgages, they are horrid.
As a freelancer, during the pandemic, our options were very limited, and Home Trust took full advantage.
Most lenders make their money either with high renewal fees, or high interest rates.  Home Trust does both.
They have antiquated practices that involved having to walk a cheque into their office whenever they can, and be late on a payment and they punish you in a biblical fashion.
Honestly steer clear of these guys if you need a loan at all cost.
Anyone that suggests them as a lender is NOT your friend.

Edit: we were clients for 4 years, you had time to fix this and you choose not to.
I am not wasting MY time to call you and tell you what this review says.
Your attempt to look proactive failed.",2.5,1731950383
"I have been a customer of Home Trust Preferred Visa for more than 5 years.  My experience had been very positive when dealing with their agents and when I called them up before my overseas trips so that purchases abroad will go through smoothly during the stated timeframe.   I primarily used this card for purchasing items overseas since they have the no foreign exchange fees features (saving hundreds on expensive items) as opposed to being charged 3 % from other credit card companies.   If you travel often, this is a great card to have in your wallet.",2.5,1725727820
"As both a long-time customer of this branch, over 10 years, I want to provide some balanced feedback on the service at this branch. I understand many people's frustration about slow service and staff interactions, but there's more to the story behind the scenes.

One major issue is the reduction of hours for employees. Most staff members are part-time, working only 20 hours a week, even though many are available and willing to work full-time or take on more shifts. This decision, driven by management, has led to understaffing, overworked employees, and higher turnover rates. The frequent rotations of staff mean many are new or still adjusting, making it hard for the team to provide the level of service customers expect. - that's feedback from the staff

Additionally, the pressure on employees to prioritize sales over solving customers' issues is a problem. The staff are genuinely kind and hardworking, but they're often left without the support they need. Managers are frequently unavailable for necessary overrides, causing delays, and employees are left to handle the fallout, which can understandably frustrate both sides.

While the service quality has definitely declined, I believe it's due to poor management choices rather than the fault of the individuals working at the branch. They are doing their best with the limited resources and support they have. As a customer, I also hate the long waits and issues like check holds, but I feel it's important to recognize the broader challenges the staff are facing.

I hope all these kids find something better than what this place is.",2.1,1730324742
"This branch has the longest, most miserable and unbearable wait times. Just to do a simple business deposit will take you an average of 45 minutes and I’ve been here several times and things are likely not to improve. Why can’t they add more staff to assist customers? You really have to give it to TD that it is in their expertise to leave customers with unpleasant experience. That’s all they’re good at. Instead of making customers happy, they’ll make you frustrated. I’m sure they’ll respond to this review saying to email their customer service which eventually, nothing will be done.",2.1,1731702407
"Not only did this department misplace a draft for $270,000, they waited nearly a week to report so and in the process lied and stated that it was the fault of a fellow professional at one of the branches. Not only was I present to see that the planner included the draft along with all of the other necessary documentation, but it was sent registered and is documented that it was received on a Tuesday and after several days of following up and inquiring what the status is this department finally admitted on Friday that they did not have the draft. And at that time tried to place blame on my financial planner here in Niagara. This sort of conduct was not only unprofessional, but I was shocked at the complete and utter lack of accountability. Fast-forward a week later, they have received a letter of indemnity so that the other financial institution can process a new draft And they have yet to sign and process that one single document. So now I have $270,000 floating around doing absolutely nothing for weeks on end and this facility this department with these people not only have shown no accountability, but have displayed gross negligence, a complete disregard for myself and my family as a client at this bank, zero sense of urgency to resolve the matter that they themselves have created. I have never observed and witness such a pathetic and ignorant chain of events at a financial institution that is supposed to be of such status . A disgrace.",2.1,1726505578
Had to get a custom statement immediately. Was told it would take 2 weeks. Are you serious? 2 weeks for you to do something that takes 2 seconds? Talk about mistreating your customers. Disgusting.,2.1,1727099545
"I personally like going to this specific TD branch (1020) whenever I am near the financial district or downtown in general. I find the workers here friendly and patient, and they always helped me with whatever transaction I had. I usually come here during hours that aren’t busy since I rarely have to wait in line. I can imagine them being super busy at other times. My visits are usually easy though because I’m just depositing, withdrawing, or exchanging.",2.1,1702015368
"Very easy process. My representative was very punctual in his communication and answered all my questions.  They have the process down solid.
I like the fact that the money will be there if I need it. No interest applies until I do use it. Repayment is even possible.",4.3,1738008750
Arron gave us GREAT service and guidance all throughout the process. Kept us updated ever step on the way and always answered our concerns and questions which we had many to our satisfaction. He was very pleasant and patience to talk to.,4.3,1735313585
"1My experience is with the client relations department. I have requested some basic information several times via email. In every case I have asked them to reply via email. I am not always near this phone, so as not to miss obtaining the information, email reply is the best for me. 3 times I have written them, 3 times they call with a sorry we missed you, provide no information, then send an email about the same thing. Last time stating I asked for a return call. This is very frustrating, unprofessional and rude. What is the problem here. I want information, their phone lines are busy, so I email my request.  Simple. right?  Not to them they steadfast REFUSE to reply and ignore my request. I was warned about their  customer service prior to getting my reverse mortgage. I am stuck now, but i should not be treated like this. Is anyone listing?",4.3,1737549958
"I was expecting to receive some funds as reflecting my equity in my home.  Part way through the process I realized that I had only 50% equity. Since the few companies who do reverse mortgages only loan maximum of 55%, the reason I chose to pursue this avenue was not what I wanted for a result.  In retrospect at this point 3 months in to the situation, it is an advantage due to my circumstances.  I was not happy, however, I think it will work out okay.  I think I will pay it off within 12 months so may not set up payments for the interest.",4.3,1734072312
"I was nervous to embark on this adventure. I'm 75 yrs.and due to health my 1 1/2 story house wasn't working for me. My son's presented this option along with a mortgage broker. After many questions and talking directly to a lady at Chip,I decided to go for it and was able to purchase my townhouse bunglow.  So happy I made this choice.",4.3,1730211736
Very bad service,2,1688486495
,2,1552575054
,2,1498705557
,2,1380002277
"Completed in 1931, this building is a great example of art deco. At 34 floors, it was the tallest building in the British Commonwealth, until 1964. Its structure is made of steel, but is clad in limestone. It has intricate carvings on its facade.",4.8,1546470630
North Tower’s stunning vaulted gold-coffered ceiling and classic Art-Deco style have made this heritage building a mesmerizing location.,4.8,1711720804
"Architecturally, Commerce Court North is an amazing achievement of work, sculpture, design and craftsmanship. Architecture from the earlier 1900s can be an example of wisdom, good investment and unbelievably hard work. Architects and builders of the present could learn a lot about durability, good taste, classical architecture and pleasing the masses by studying great displays of architecture like  Commerce Court North. Unfortunately, this is a bank, paid for by average Canadians working hard 9-5 to stay alive.",4.8,1577853539
Historical landmark highrise building,4.8,1679676834
Beautiful Canadian architecture heritage,4.8,1558921708
"CIBC is out of touch with modern investing. The buy and hold model by and large doesn’t make sense anymore. Making a 6% yield on a stock that loses 15% is bad business. This has caused my investments to suffer losing years and also to miss out on what would have been successful trends. CIBC needs to realize that to set it and forget it is antiquated in the era of people being able to trade and therefore affect trends from their sofa.   Sometimes short term liquidation is better than to chase losses, then reinvest. It appears that they do not look for opportunities. There’s a reason why CIBC is not rated well by retirees.",2,1671820342
"Unethical and unprofessional.  Dealt with Private Wealth team for months on mortgage renewal.  Provided wrong information which they couldn't explain.  Presented renewal rates they wouldn't honour.  Lengthy delays without ever answering the questions asked, dragging out the process.  Used increasing rate environment to coerce acceptance of higher rate.",2,1670253057
"CIBC Wealth Management excuatives don't understand their own business structure. Private Banking vs Private Investment Council vs Wood Gundy Advisors are not differentiated. I went Wood Gundy, but after a year I'm so unhappy with the lack of service and the lip service from my so called Advisor Kelly. Go with a different bank.",2,1632221741
Meggan Harper at Hamilton CIBC Wealth Management is awful to work with.,2,1631156442
Chris McRae is awful to work with.,2,1707907789
Horrible service. Very rude and stubborn. On November 29th I wanted to make a money transfer. The young lady-cashier and her Manager refused manually type in address of the beneficiary bank (receiving bank) claiming that they are not allowed to do that and that they can only use the address of the bank from swift code. These employees of the CIBC Bank really do not have any idea how to make a simple money transfer! Unbelievable!,2.2,1733265867
"CIBC always provides the worst service among the big banks - staff unprofessional (only gave me 1 signature in bank draft while should be 2), closed the branch earlier than scheduled (should close at 4 pm but won’t let me in by 3:55), and don’t even mention their friendliness compared to e.g. TD. What about the so called imperial about them? I don’t understand!",2.2,1735851805
"Awful bank, I deposited a gst cheque and got a 4 day hold without being told. I wouldve obviously just made it out to cash. I had to come back around 4:30 only to find them closed because I guess they don't like working. Through the iron bars the manager just told me sorry and didnt do anything about it.",2.2,1736353220
"I’m not a fan of CIBC, but I want to single out the exceptional service provided by Tavish Ahlawat, who patiently worked with me over a number of months to settle a problematic estate. The beneficiaries finally got their payouts yesterday and I couldn’t have gotten there without him. 5 stars for sure.",2.2,1721829162
"Horrible customer service ,was give run around without even asking me what I am there for , was told to have a sit and wait 10 minutes later Harmony asked me for my debit card told me my accounts are active ,even tho I was there to change my debit card as I was directed by fraud department because of someone charging my card without me knowing. Wasted time of my lunch and didn’t get a new debit card therefore no access to my funds or online banking until tomorrow morning as cibc closes at 4:00 pm on Wednesday. If you have a choice from this branch and any other one surrounding, I’d go to the other one.",2.2,1716408305
"I have had the pleasure of interacting with Madison Thomson, a Client Service Representative at BMO's Erin Mills branch, multiple times and I can confidently say that she is consistently outstanding. Madison is always extremely pleasant, welcoming, and professional every time I visit the branch. Thank you, Madison, for your exceptional service every time I visit!",5,1682546726
,5,1484330177
"Wow! I cannot say enough positive things about the exceptional service I received from the Financial Services Representative Mark Rubia at CIBC Bank. They were not only deeply sensitive and kind, but also incredibly knowledgeable and efficient. My experience at this branch was by far the best banking experience I've ever had. Everything was handled swiftly, with clear communication and no unnecessary red tape. Thank you for making banking a breeze!",3.1,1708639025
"Eleanor has been super helpful and patient with me, thank you for your professionalism and I hope the management sees this. Thank you Eleanor :)",3.1,1726601557
I am very thankful for staff at this branch. I lost money at ATM machine. Which security personal saw and brought it to branch for me to get back when I realized it was missing. I am absolutely impressed. Staff very helpful and professional. Thank u so much,3.1,1718278304
"Great service, especially Jamie! She was very helpful and compassionate :)",3.1,1721155994
"Extremely rude and unhelpful. One of the staff kept interrupting me and cutting me off, not listening to what I need help with. Honestly, the worst customer service experience I've ever had in my life. Do yourself a favour and go to a different branch.",3.1,1694460545
"This branch suddenly stopped his normal service. Now is just ATM and one lady who never knows what to do, because their are no operating as a normal, always recommends use another branch or call the CIBC bank. So disappointing 😞  This location was so convenient because is close to subway.",2.1,1689939833
"Fay and Abed were a pleasure to interact with! They were able to address a complex account issue with speed and professionalism. The issue was clearly identified, explained, and resolved quickly. I am grateful for their help. Thank you again!",2.1,1713802887
"This branch was empty when i went. I saw one staffer and two security guard joking around. When I asked for assistance with banking related issues, they told me no one is available to help and the next available appointment is NEXT WEEK. I then called CIBC to see if their telephone team can help me with my issue. They told me they can't change my email from their end and if I could go back to the branch, change my email, and then give them a call again. I don't understand how this simple issue became a week long nightmare.

It blows my mind how CIBC is still in business. Easily the worst banking experience",2.1,1678980999
"Slowest customer service I’ve ever received.
Only two tellers open. Both inexperienced!!!!!
Two three members of the staff just sitting at their desk or walking around but none of them had the courtesy to attend to the long lineup. Waited for  more than 50 minutes just pay a bill",2.1,1662474990
"There was a short line but the compassionate staff more than made up for it. They were quick, helpful, kind, patient, understanding, and apologetic for the slight wait. Even the security guard was lovely. Good job CIBC, this is the best service you have ever provided me.",2.1,1580788719
"I am writing to express my sincere gratitude to Ivy and Yutong at the 763 Bay St. Branch. They were incredibly helpful in resolving my complex account issues. My account problem was particularly challenging, with new problems arising during the process. Ivy demonstrated a remarkable understanding of all bank policies, consistently providing logical and efficient solutions based on those policies whenever I was unsure of the best course of action. I had initially anticipated needing multiple visits to the branch over the coming week. However, after Ivy took charge of my case, all my issues were resolved completely and efficiently within just 15 minutes, eliminating the need for any further visits. Ivy and Yutong’s ability to quickly understand customer needs and provide flexible, efficient solutions is truly commendable and serves as a model for all service industries. A five-star rating doesn’t feel adequate; if I could, I would give them a hundred.",3.2,1736386444
I took out a HELOC from TD to pay for a LOC at BMO. I paid off the full balance in October and was given a service charge on Dcember the 6th for Ninety dollars.  When you commit a crime you go to trial amd if foumd guilty you go to jail. Thank you to Bank of Montrral for teaching me a lesson that no matter what you sign  and concerning the law that if you commit an egregious error you're still allowed to do banking as usual dot dot dot financial matters as well as the law is open to interpretation. 777 Bay Street,3.2,1733767780
